Employee_ID,Work_ID,Wellness_ID,Stress_Level,Work_Life_Balance_Rating,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work
EMP1631,1498,66,Low,4,Increase,1,Neutral
EMP1632,1499,48,High,3,Decrease,5,Satisfied
EMP1633,1500,70,Medium,4,Increase,2,Neutral
EMP1634,1501,49,Low,5,No Change,3,Unsatisfied
EMP1635,1502,42,Low,4,Decrease,5,Satisfied
EMP1636,714,10,Low,3,Increase,4,Unsatisfied
EMP1637,474,16,Medium,3,Decrease,2,Unsatisfied
EMP1638,1503,12,Low,3,No Change,1,Unsatisfied
EMP1639,1504,20,Medium,4,No Change,4,Satisfied
EMP1640,1505,18,Medium,3,Decrease,4,Unsatisfied
EMP1641,1506,71,Medium,3,No Change,1,Satisfied
EMP1642,1507,28,High,1,Decrease,1,Neutral
EMP1643,707,11,High,1,No Change,4,Neutral
EMP1644,1508,7,High,5,No Change,3,Satisfied
EMP1645,1509,59,Low,3,Decrease,2,Satisfied
EMP1646,1510,40,High,1,Increase,3,Neutral
EMP1647,1511,2,Low,1,No Change,1,Neutral
EMP1648,1512,19,Low,5,No Change,3,Neutral
EMP1649,1513,59,Medium,3,Increase,2,Unsatisfied
EMP1650,1514,72,Low,2,No Change,1,Neutral
EMP1651,504,68,High,1,Increase,3,Unsatisfied
EMP1652,1515,14,Low,1,Increase,2,Neutral
EMP1653,1516,67,Low,4,No Change,4,Neutral
EMP1654,1517,57,Low,5,Increase,3,Neutral
EMP1655,1518,46,High,3,Decrease,4,Neutral
EMP1656,1519,30,High,3,Decrease,5,Satisfied
EMP1657,1520,21,Medium,4,Decrease,5,Neutral
EMP1658,1521,12,Medium,1,Increase,1,Neutral
EMP1659,1522,22,Low,3,Decrease,5,Unsatisfied
EMP1660,1523,70,Low,3,Increase,2,Unsatisfied
EMP1661,1524,23,High,3,Decrease,5,Neutral
EMP1662,1525,30,Low,3,Decrease,1,Satisfied
EMP1663,1526,46,Medium,2,No Change,3,Satisfied
EMP1664,1527,57,Low,4,Decrease,1,Unsatisfied
EMP1665,1525,50,Low,4,Increase,2,Satisfied
EMP1666,1528,44,High,4,No Change,5,Neutral
EMP1667,1529,69,Medium,3,Decrease,5,Neutral
EMP1668,1530,62,Medium,1,No Change,5,Neutral
EMP1669,1531,49,Medium,5,No Change,2,Neutral
EMP1670,1532,69,Low,3,No Change,2,Neutral
EMP1671,1533,46,Low,3,No Change,3,Satisfied
EMP1672,1534,23,High,5,No Change,1,Satisfied
EMP1673,1535,27,High,4,No Change,2,Unsatisfied
EMP1674,1536,56,High,4,No Change,2,Unsatisfied
EMP1675,1537,9,High,4,No Change,5,Satisfied
EMP1676,1538,47,Low,2,No Change,4,Satisfied
EMP1677,601,38,Medium,4,Decrease,1,Unsatisfied
EMP1678,1539,21,High,1,No Change,2,Unsatisfied
EMP1679,907,55,Medium,5,Increase,4,Unsatisfied
EMP1680,1540,31,High,1,Decrease,1,Satisfied
EMP1681,1541,26,High,4,No Change,2,Satisfied
EMP1682,1542,5,Low,5,Decrease,2,Unsatisfied
EMP1683,1543,21,Low,2,No Change,5,Neutral
EMP1684,1544,55,Low,5,Decrease,4,Satisfied
EMP1685,1545,27,High,3,Decrease,1,Neutral
EMP1686,1546,44,Medium,5,Decrease,5,Satisfied
EMP1687,1547,56,High,1,Decrease,4,Unsatisfied
EMP1688,1548,63,Medium,2,Decrease,5,Satisfied
EMP1689,648,1,High,3,No Change,3,Neutral
EMP1690,1549,34,Medium,5,Decrease,1,Unsatisfied
EMP1691,1550,37,Medium,4,Decrease,5,Neutral
EMP1692,1551,41,Medium,3,No Change,5,Satisfied
EMP1693,1552,48,Medium,5,Increase,3,Neutral
EMP1694,1553,35,Low,5,Increase,5,Unsatisfied
EMP1695,1554,4,Low,1,Decrease,3,Neutral
EMP1696,1555,51,High,1,Decrease,4,Neutral
EMP1697,1556,59,High,4,Increase,4,Neutral
EMP1698,1557,22,High,3,No Change,3,Satisfied
EMP1699,1558,70,Low,4,Decrease,2,Satisfied
EMP1700,1559,61,Low,5,Increase,5,Neutral
EMP1701,1560,33,Medium,3,No Change,4,Satisfied
EMP1702,1561,22,Low,2,Decrease,1,Satisfied
EMP1703,1050,9,Low,4,No Change,3,Unsatisfied
EMP1704,1562,66,High,2,Increase,1,Unsatisfied
EMP1705,1563,2,High,3,No Change,5,Neutral
EMP1706,1564,14,High,3,Decrease,5,Neutral
EMP1707,321,45,High,4,Decrease,4,Satisfied
EMP1708,1565,69,Medium,1,Decrease,5,Satisfied
EMP1709,1459,54,High,5,No Change,4,Neutral
EMP1710,1566,46,Medium,1,Decrease,2,Neutral
EMP1711,1567,1,Low,2,Increase,5,Satisfied
EMP1712,1568,39,High,5,No Change,4,Neutral
EMP1713,1569,33,Low,3,Decrease,3,Unsatisfied
EMP1714,1570,61,Medium,1,Decrease,4,Unsatisfied
EMP1715,1571,44,High,4,Decrease,3,Neutral
EMP1716,1572,4,Low,4,Increase,2,Neutral
EMP1717,1573,24,High,1,Increase,2,Satisfied
EMP1718,1574,61,High,1,Increase,5,Neutral
EMP1719,937,8,Low,5,No Change,4,Neutral
EMP1720,1575,13,Low,2,Increase,3,Unsatisfied
EMP1721,1576,48,High,4,Increase,4,Satisfied
EMP1722,1577,9,Low,4,No Change,2,Neutral
EMP1723,1578,24,Medium,3,Increase,4,Satisfied
EMP1724,1579,51,High,3,Increase,5,Satisfied
EMP1725,275,26,Medium,5,Decrease,5,Neutral
EMP1726,1580,23,High,3,Decrease,2,Satisfied
EMP1727,1581,64,High,3,No Change,2,Satisfied
EMP1728,1582,26,Medium,4,Decrease,4,Satisfied
EMP1729,1583,22,High,3,Decrease,2,Satisfied
EMP1730,622,39,High,1,Decrease,3,Unsatisfied
EMP1731,1584,53,High,5,Increase,5,Unsatisfied
EMP1732,1585,20,Low,4,No Change,4,Unsatisfied
EMP1733,1586,56,Medium,5,Decrease,1,Satisfied
EMP1734,1587,30,High,1,Increase,5,Neutral
EMP1735,1588,47,Low,2,Decrease,5,Neutral
EMP1736,1589,48,Low,3,Increase,4,Satisfied
EMP1737,1590,7,Low,3,Increase,5,Satisfied
EMP1738,1591,60,Low,5,Increase,5,Unsatisfied
EMP1739,1592,66,Medium,3,Increase,3,Unsatisfied
EMP1740,1593,53,High,4,Increase,2,Neutral
EMP1741,1594,62,High,3,No Change,2,Neutral
EMP1742,1343,43,Low,3,Increase,1,Unsatisfied
EMP1743,1595,32,Medium,4,No Change,4,Unsatisfied
EMP1744,1596,53,Low,3,Decrease,4,Unsatisfied
EMP1745,1597,11,Medium,2,Increase,2,Unsatisfied
EMP1746,1598,41,High,1,Decrease,5,Unsatisfied
EMP1747,720,64,Low,5,No Change,2,Unsatisfied
EMP1748,1599,31,Low,5,No Change,2,Satisfied
EMP1749,1600,19,Low,4,Increase,4,Neutral
EMP1750,1601,12,High,2,Increase,1,Neutral
EMP1751,80,26,High,1,Increase,5,Satisfied
EMP1752,1602,52,High,2,Decrease,3,Satisfied
EMP1753,1603,20,Medium,5,Decrease,2,Satisfied
EMP1754,1604,7,High,4,No Change,4,Satisfied
EMP1755,1263,16,Medium,2,Increase,5,Unsatisfied
EMP1756,1605,47,High,2,Increase,4,Neutral
EMP1757,1606,71,Medium,5,Decrease,2,Satisfied
EMP1758,297,35,Low,3,Increase,5,Satisfied
EMP1759,1607,34,High,4,Increase,3,Neutral
EMP1760,41,2,Medium,2,Decrease,2,Unsatisfied
EMP1761,1608,13,Low,4,No Change,4,Satisfied
EMP1762,1609,30,Medium,2,No Change,5,Neutral
EMP1763,1610,49,High,5,Increase,1,Satisfied
EMP1764,1327,44,High,1,Increase,3,Satisfied
EMP1765,1611,47,Medium,4,Decrease,4,Satisfied
EMP1766,1612,35,High,1,Increase,3,Neutral
EMP1767,1613,24,Low,1,No Change,2,Satisfied
EMP1768,1614,65,Low,3,No Change,3,Neutral
EMP1769,1615,66,Low,3,Increase,2,Unsatisfied
EMP1770,1616,5,Medium,4,Increase,5,Satisfied
EMP1771,1617,32,Medium,3,Decrease,1,Satisfied
EMP1772,1618,61,High,4,Decrease,5,Unsatisfied
EMP1773,1619,49,Medium,4,Increase,4,Unsatisfied
EMP1774,1620,36,Medium,5,Decrease,1,Unsatisfied
EMP1775,1457,13,High,5,No Change,5,Unsatisfied
EMP1776,1340,55,Low,5,No Change,5,Neutral
EMP1777,698,27,High,5,No Change,2,Satisfied
EMP1778,1621,61,Low,5,Decrease,2,Neutral
EMP1779,1622,13,Medium,3,Increase,4,Satisfied
EMP1780,1623,10,Low,3,Decrease,5,Neutral
EMP1781,1624,71,Low,1,No Change,4,Unsatisfied
EMP1782,1625,28,Low,1,Increase,3,Neutral
EMP1783,1626,25,High,4,Decrease,5,Unsatisfied
EMP1784,1627,69,High,5,No Change,3,Satisfied
EMP1785,1628,44,High,3,Decrease,2,Satisfied
EMP1786,1629,30,Medium,4,No Change,3,Satisfied
EMP1787,1630,3,Medium,4,Increase,3,Satisfied
EMP1788,1631,56,Medium,1,Decrease,5,Neutral
EMP1789,1632,37,Low,1,No Change,5,Neutral
EMP1790,1633,72,Low,1,No Change,5,Unsatisfied
EMP1791,1634,7,Medium,2,Decrease,2,Neutral
EMP1792,1635,70,Medium,3,Decrease,1,Unsatisfied
EMP1793,1038,4,High,4,Decrease,4,Neutral
EMP1794,1636,18,Low,3,Increase,1,Unsatisfied
EMP1795,1191,56,High,2,No Change,5,Unsatisfied
EMP1796,643,21,High,1,No Change,1,Unsatisfied
EMP1797,1637,31,Low,1,No Change,3,Satisfied
EMP1798,1638,2,High,4,Increase,1,Neutral
EMP1799,293,39,Medium,1,Increase,5,Satisfied
EMP1800,1639,8,Low,2,Increase,4,Neutral
EMP1801,1640,9,Low,3,No Change,3,Unsatisfied
EMP1802,1641,37,Medium,2,Increase,5,Unsatisfied
EMP1803,677,1,Medium,3,Decrease,1,Satisfied
EMP1804,1642,18,Low,3,Decrease,2,Satisfied
EMP1805,1643,16,Low,1,No Change,1,Unsatisfied
EMP1806,1644,17,High,3,No Change,2,Satisfied
EMP1807,1645,51,High,5,Increase,1,Neutral
EMP1808,1646,19,High,4,No Change,4,Unsatisfied
EMP1809,1647,66,Low,2,No Change,3,Satisfied
EMP1810,1648,64,Medium,2,Increase,3,Neutral
EMP1811,1649,59,Medium,4,No Change,5,Neutral
EMP1812,1650,42,Low,2,Increase,4,Satisfied
EMP1813,1651,59,High,1,Increase,4,Neutral
EMP1814,1652,65,High,2,Increase,2,Unsatisfied
EMP1815,438,18,Low,2,Increase,4,Satisfied
EMP1816,1653,68,Medium,2,Increase,4,Neutral
EMP1817,1654,42,High,3,Decrease,5,Satisfied
EMP1818,1655,28,Low,1,Decrease,1,Neutral
EMP1819,1656,38,High,4,Decrease,5,Satisfied
EMP1820,1657,15,Low,3,Increase,4,Unsatisfied
EMP1821,1658,2,Low,4,No Change,3,Satisfied
EMP1822,1659,22,Medium,2,Decrease,3,Neutral
EMP1823,1660,30,High,4,Decrease,2,Satisfied
EMP1824,1661,60,Medium,5,No Change,3,Unsatisfied
EMP1825,1603,12,High,2,Decrease,1,Neutral
EMP1826,1662,48,Medium,2,Increase,1,Satisfied
EMP1827,1663,65,Medium,1,Decrease,3,Unsatisfied
EMP1828,1664,32,High,1,No Change,5,Neutral
EMP1829,1665,68,Low,3,No Change,4,Neutral
EMP1830,1666,55,High,4,Increase,4,Unsatisfied
EMP1831,1667,20,Medium,3,No Change,3,Satisfied
EMP1832,1562,36,Medium,2,Decrease,4,Unsatisfied
EMP1833,258,40,High,2,Increase,3,Satisfied
EMP1834,1668,8,Low,2,Decrease,5,Unsatisfied
EMP1835,1669,5,High,5,Increase,4,Neutral
EMP1836,1670,54,High,1,No Change,3,Unsatisfied
EMP1837,1671,23,Low,5,No Change,1,Unsatisfied
EMP1838,403,28,Low,3,No Change,5,Neutral
EMP1839,1672,39,Low,3,No Change,2,Unsatisfied
EMP1840,1673,1,Medium,4,No Change,1,Neutral
EMP1841,1674,11,Low,4,No Change,4,Satisfied
EMP1842,254,67,High,4,No Change,5,Neutral
EMP1843,1675,31,Medium,5,Decrease,3,Satisfied
EMP1844,1297,21,Low,2,Decrease,2,Neutral
EMP1845,1676,30,Low,4,Decrease,4,Satisfied
EMP1846,1677,48,Low,3,Increase,2,Neutral
EMP1847,1678,50,High,2,Decrease,5,Neutral
EMP1848,1498,51,High,5,Decrease,4,Neutral
EMP1849,1679,30,Low,1,No Change,2,Satisfied
EMP1850,1680,48,Low,3,Decrease,4,Satisfied
EMP1851,1681,42,Low,3,No Change,5,Satisfied
EMP1852,1116,13,Medium,3,Increase,4,Neutral
EMP1853,1682,9,Medium,2,No Change,5,Satisfied
EMP1854,1683,56,Low,1,Decrease,3,Neutral
EMP1855,1684,64,Medium,4,Increase,2,Satisfied
EMP1856,1685,22,Medium,2,No Change,2,Satisfied
EMP1857,1686,8,Medium,5,Increase,2,Satisfied
EMP1858,1687,61,Low,3,No Change,4,Neutral
EMP1859,275,53,Medium,5,No Change,3,Satisfied
EMP1860,1688,41,Medium,2,No Change,2,Unsatisfied
EMP1861,1689,58,Low,2,Increase,5,Neutral
EMP1862,1690,12,High,5,No Change,1,Satisfied
EMP1863,1691,14,Medium,5,No Change,1,Neutral
EMP1864,1692,21,Medium,2,Increase,1,Satisfied
EMP1865,1693,66,Low,1,Decrease,1,Unsatisfied
EMP1866,1694,11,Medium,2,No Change,5,Satisfied
EMP1867,1695,52,High,4,Decrease,2,Satisfied
EMP1868,1696,66,Medium,2,No Change,5,Satisfied
EMP1869,1697,49,Medium,1,Increase,2,Satisfied
EMP1870,1698,17,Low,4,No Change,2,Unsatisfied
EMP1871,1699,1,High,5,Increase,5,Unsatisfied
EMP1872,1700,20,High,4,Increase,2,Unsatisfied
EMP1873,1701,31,High,2,No Change,4,Unsatisfied
EMP1874,1702,68,Medium,2,Increase,5,Satisfied
EMP1875,1703,30,High,4,Decrease,4,Satisfied
EMP1876,95,62,Low,5,Decrease,1,Unsatisfied
EMP1877,276,53,Medium,5,Increase,4,Neutral
EMP1878,1704,68,Medium,5,No Change,5,Unsatisfied
EMP1879,1705,41,Medium,2,No Change,2,Satisfied
EMP1880,1676,64,High,2,Decrease,1,Satisfied
EMP1881,1186,45,High,3,No Change,1,Unsatisfied
EMP1882,146,43,High,3,No Change,1,Unsatisfied
EMP1883,1706,12,Low,2,No Change,4,Neutral
EMP1884,1707,30,Medium,3,No Change,2,Unsatisfied
EMP1885,332,10,High,5,Decrease,5,Neutral
EMP1886,1708,12,Medium,5,Decrease,4,Unsatisfied
EMP1887,1709,15,Medium,5,No Change,1,Neutral
EMP1888,1710,41,Medium,1,No Change,2,Unsatisfied
EMP1889,1711,36,Medium,2,Decrease,4,Neutral
EMP1890,1712,51,Low,5,Increase,3,Neutral
EMP1891,1713,31,High,3,Decrease,2,Neutral
EMP1892,1714,63,Low,1,Decrease,5,Satisfied
EMP1893,1715,38,Low,3,No Change,3,Neutral
EMP1894,1716,46,High,4,No Change,5,Neutral
EMP1895,1672,65,Low,5,Decrease,2,Unsatisfied
EMP1896,1717,36,Low,4,No Change,4,Neutral
EMP1897,1718,33,Low,2,Decrease,5,Satisfied
EMP1898,1719,48,Medium,2,No Change,2,Unsatisfied
EMP1899,1720,33,Low,1,No Change,3,Neutral
EMP1900,1721,8,Medium,4,No Change,5,Satisfied
EMP1901,1722,47,Medium,4,Decrease,1,Unsatisfied
EMP1902,35,63,High,3,Decrease,4,Satisfied
EMP1903,1723,56,High,5,Increase,4,Unsatisfied
EMP1904,1724,67,Low,2,No Change,4,Neutral
EMP1905,1725,38,Medium,2,Increase,3,Neutral
EMP1906,1726,32,Low,5,Increase,2,Satisfied
EMP1907,1727,18,High,5,Increase,3,Satisfied
EMP1908,18,52,High,1,Decrease,2,Unsatisfied
EMP1909,1728,23,Low,3,Decrease,4,Neutral
EMP1910,1729,58,Low,1,No Change,2,Satisfied
EMP1911,1730,42,High,3,No Change,1,Satisfied
EMP1912,1731,42,Medium,2,No Change,2,Neutral
EMP1913,945,35,Low,2,Decrease,1,Unsatisfied
EMP1914,1732,41,Low,2,No Change,2,Satisfied
EMP1915,894,69,Medium,2,Increase,5,Satisfied
EMP1916,1733,37,Low,5,Decrease,4,Satisfied
EMP1917,1734,51,High,3,Increase,2,Unsatisfied
EMP1918,1735,40,Medium,5,Increase,3,Satisfied
EMP1919,1736,39,High,1,No Change,3,Neutral
EMP1920,1737,72,Low,2,No Change,5,Unsatisfied
EMP1921,1738,29,High,2,Decrease,1,Unsatisfied
EMP1922,1739,12,Low,3,Decrease,3,Unsatisfied
EMP1923,1740,55,Low,2,No Change,2,Satisfied
EMP1924,1741,60,Medium,3,Decrease,4,Satisfied
EMP1925,1272,10,Low,1,Increase,3,Unsatisfied
EMP1926,1742,35,Low,3,Increase,5,Neutral
EMP1927,1743,43,Medium,4,Increase,1,Satisfied
EMP1928,1744,61,Medium,5,Decrease,5,Satisfied
EMP1929,1745,26,Low,5,No Change,2,Neutral
EMP1930,1602,39,Low,5,Decrease,2,Neutral
EMP1931,1746,3,High,2,Increase,4,Neutral
EMP1932,1747,61,High,1,No Change,2,Neutral
EMP1933,1748,18,High,5,Increase,4,Unsatisfied
EMP1934,1749,72,Medium,3,No Change,4,Satisfied
EMP1935,1750,53,Low,5,No Change,5,Neutral
EMP1936,1751,33,High,5,No Change,3,Neutral
EMP1937,178,33,High,5,Decrease,1,Satisfied
EMP1938,1752,10,Low,1,Increase,2,Satisfied
EMP1939,1753,12,Low,4,Decrease,4,Satisfied
EMP1940,1754,37,Low,5,Decrease,5,Unsatisfied
EMP1941,1755,55,Low,4,No Change,4,Satisfied
EMP1942,1756,36,Low,2,Decrease,3,Satisfied
EMP1943,1757,25,Low,4,No Change,4,Neutral
EMP1944,1758,23,High,1,No Change,2,Neutral
EMP1945,1759,71,Medium,5,Increase,5,Unsatisfied
EMP1946,1760,15,Low,2,Increase,3,Satisfied
EMP1947,1761,45,Medium,3,Decrease,3,Unsatisfied
EMP1948,1762,55,Medium,4,Decrease,5,Unsatisfied
EMP1949,1763,29,High,3,No Change,5,Unsatisfied
EMP1950,1764,69,Medium,5,Decrease,3,Unsatisfied
EMP1951,1765,8,Low,1,Decrease,4,Unsatisfied
EMP1952,1766,11,High,4,No Change,5,Neutral
EMP1953,1767,6,High,1,Increase,2,Unsatisfied
EMP1954,1768,35,High,5,Increase,2,Unsatisfied
EMP1955,1769,41,High,3,No Change,3,Satisfied
EMP1956,1770,64,Medium,5,Increase,4,Unsatisfied
EMP1957,1771,2,Medium,4,No Change,4,Unsatisfied
EMP1958,1772,12,Low,5,Increase,2,Unsatisfied
EMP1959,1773,72,High,5,No Change,3,Neutral
EMP1960,1774,61,Medium,5,No Change,3,Satisfied
EMP1961,1775,61,Medium,5,Decrease,1,Satisfied
EMP1962,1776,61,High,2,Decrease,5,Neutral
EMP1963,1571,37,Low,5,Decrease,1,Unsatisfied
EMP1964,1777,53,High,3,Increase,4,Unsatisfied
EMP1965,1778,24,High,3,No Change,3,Unsatisfied
EMP1966,1779,65,Low,3,Increase,5,Unsatisfied
EMP1967,1780,65,Medium,3,Increase,5,Neutral
EMP1968,1781,58,Low,3,Increase,1,Neutral
EMP1969,1782,43,Low,1,No Change,4,Neutral
EMP1970,1783,23,Medium,2,No Change,2,Unsatisfied
EMP1971,1784,65,Medium,3,Increase,1,Satisfied
EMP1972,1785,40,Low,1,Increase,3,Satisfied
EMP1973,1786,30,Low,1,Decrease,1,Unsatisfied
EMP1974,1787,19,Medium,1,No Change,4,Unsatisfied
EMP1975,1788,27,High,3,Increase,1,Neutral
EMP1976,1789,2,High,5,No Change,3,Satisfied
EMP1977,375,27,High,1,Increase,2,Unsatisfied
EMP1978,1790,2,Medium,5,Decrease,2,Satisfied
EMP1979,1791,59,High,5,Increase,1,Unsatisfied
EMP1980,1792,66,Medium,3,Decrease,2,Neutral
EMP1981,1793,48,Medium,2,Increase,4,Satisfied
EMP1982,325,25,Low,1,Decrease,5,Neutral
EMP1983,1794,67,Medium,5,Decrease,4,Satisfied
EMP1984,1795,24,Low,2,No Change,1,Satisfied
EMP1985,1796,26,High,5,Decrease,1,Neutral
EMP1986,1797,8,Medium,1,Decrease,1,Satisfied
EMP1987,107,15,High,5,Decrease,4,Unsatisfied
EMP1988,1798,59,Medium,1,Decrease,3,Unsatisfied
EMP1989,1799,52,High,5,No Change,3,Unsatisfied
EMP1990,1800,20,Medium,3,Increase,5,Neutral
EMP1991,1801,3,Medium,1,Decrease,1,Satisfied
EMP1992,1802,17,Low,2,Decrease,3,Unsatisfied
EMP1993,1803,14,Low,5,Decrease,4,Satisfied
EMP1994,1804,66,High,1,Increase,2,Neutral
EMP1995,1302,46,Low,4,No Change,4,Unsatisfied
EMP1996,1805,6,Low,1,Decrease,5,Neutral
EMP1997,1806,48,High,2,Increase,3,Neutral
EMP1998,1807,16,Low,3,Decrease,5,Unsatisfied
EMP1999,1808,42,High,3,Increase,4,Unsatisfied
EMP2000,1809,70,High,2,Decrease,2,Unsatisfied
EMP2001,1088,8,High,5,Increase,5,Unsatisfied
EMP2002,1810,51,Medium,4,Decrease,4,Neutral
EMP2003,1323,25,High,3,Increase,1,Satisfied
EMP2004,1092,13,Low,3,No Change,4,Satisfied
EMP2005,1811,67,Medium,4,Decrease,1,Satisfied
EMP2006,1812,46,Low,2,Increase,5,Neutral
EMP2007,1813,13,High,1,Decrease,5,Neutral
EMP2008,1814,49,High,3,No Change,2,Satisfied
EMP2009,1815,57,High,2,Decrease,5,Unsatisfied
EMP2010,1816,68,High,1,Decrease,1,Unsatisfied
EMP2011,1817,59,Low,5,No Change,4,Neutral
EMP2012,1818,57,Low,3,Increase,1,Neutral
EMP2013,371,57,Low,4,Increase,4,Unsatisfied
EMP2014,1819,49,Low,5,No Change,3,Unsatisfied
EMP2015,1820,3,Low,2,Increase,4,Unsatisfied
EMP2016,1821,7,Low,1,Increase,3,Unsatisfied
EMP2017,1822,35,High,5,Increase,3,Neutral
EMP2018,1823,64,Medium,2,No Change,2,Unsatisfied
EMP2019,1824,36,High,3,Increase,5,Unsatisfied
EMP2020,1825,61,Medium,1,Increase,2,Neutral
EMP2021,1826,62,Low,2,Increase,3,Neutral
EMP2022,1827,45,High,4,Decrease,4,Neutral
EMP2023,1828,35,Low,2,No Change,5,Neutral
EMP2024,1829,61,High,3,No Change,4,Satisfied
EMP2025,1830,26,High,4,Decrease,4,Unsatisfied
EMP2026,1831,37,Medium,1,Increase,5,Neutral
EMP2027,1832,42,Medium,5,Decrease,1,Unsatisfied
EMP2028,1833,30,Low,2,Decrease,5,Neutral
EMP2029,1834,38,Low,2,Increase,3,Unsatisfied
EMP2030,341,4,Low,1,No Change,5,Unsatisfied
EMP2031,450,31,High,1,Increase,2,Neutral
EMP2032,1835,72,Medium,2,No Change,5,Unsatisfied
EMP2033,659,20,High,1,No Change,1,Unsatisfied
EMP2034,545,70,Low,4,Decrease,4,Neutral
EMP2035,1836,64,Medium,1,Decrease,1,Neutral
EMP2036,1837,16,Medium,5,Decrease,5,Satisfied
EMP2037,1838,18,Medium,4,Decrease,2,Unsatisfied
EMP2038,1839,62,Medium,1,Increase,4,Satisfied
EMP2039,493,21,Medium,5,Increase,2,Unsatisfied
EMP2040,1840,51,Medium,5,Increase,2,Unsatisfied
EMP2041,1841,31,Medium,2,No Change,2,Neutral
EMP2042,1842,57,Low,4,No Change,5,Unsatisfied
EMP2043,1843,33,High,3,Increase,4,Satisfied
EMP2044,1409,2,Medium,1,Decrease,3,Satisfied
EMP2045,1844,23,High,2,Increase,3,Neutral
EMP2046,273,63,Medium,3,No Change,2,Satisfied
EMP2047,1845,33,Low,5,Increase,1,Unsatisfied
EMP2048,1846,35,High,2,Decrease,5,Neutral
EMP2049,1847,2,Low,3,Increase,5,Neutral
EMP2050,1848,35,Medium,1,Increase,5,Neutral
EMP2051,1849,4,High,5,No Change,4,Satisfied
EMP2052,1850,10,Medium,3,Decrease,2,Neutral
EMP2053,1674,11,Medium,1,Decrease,5,Neutral
EMP2054,1851,17,High,4,Increase,5,Satisfied
EMP2055,1852,59,High,1,Increase,2,Neutral
EMP2056,1853,11,Low,3,No Change,4,Satisfied
EMP2057,1854,36,Medium,1,Increase,1,Satisfied
EMP2058,1855,11,High,1,Increase,2,Neutral
EMP2059,1856,29,Medium,3,Decrease,2,Neutral
EMP2060,1090,63,Low,2,No Change,4,Neutral
EMP2061,385,58,High,4,No Change,3,Satisfied
EMP2062,1857,2,Medium,3,Decrease,4,Unsatisfied
EMP2063,1858,59,High,3,No Change,2,Unsatisfied
EMP2064,1859,61,High,5,Decrease,2,Satisfied
EMP2065,1753,45,High,3,Decrease,4,Satisfied
EMP2066,1860,19,High,4,Decrease,3,Neutral
EMP2067,1861,21,Low,1,Decrease,5,Neutral
EMP2068,1862,31,Low,5,No Change,2,Neutral
EMP2069,35,37,Low,4,Decrease,4,Satisfied
EMP2070,936,18,High,3,Increase,1,Satisfied
EMP2071,1863,43,Medium,5,Increase,2,Unsatisfied
EMP2072,1805,72,Medium,2,Increase,1,Neutral
EMP2073,1864,70,High,3,No Change,1,Satisfied
EMP2074,670,17,High,3,Increase,5,Unsatisfied
EMP2075,936,56,High,3,No Change,2,Unsatisfied
EMP2076,1865,65,Medium,5,No Change,2,Unsatisfied
EMP2077,1866,35,Low,4,No Change,4,Unsatisfied
EMP2078,1867,60,Medium,2,Increase,2,Satisfied
EMP2079,1868,62,Medium,2,No Change,1,Satisfied
EMP2080,292,66,Medium,5,Increase,4,Neutral
EMP2081,811,19,Low,3,Decrease,3,Neutral
EMP2082,1824,8,High,3,Increase,5,Neutral
EMP2083,806,66,Low,2,Increase,3,Unsatisfied
EMP2084,1869,40,Low,1,Decrease,3,Neutral
EMP2085,1870,62,High,1,Increase,3,Neutral
EMP2086,1871,13,Low,2,Decrease,5,Neutral
EMP2087,1872,53,Low,5,Increase,4,Unsatisfied
EMP2088,1873,13,High,4,Increase,5,Unsatisfied
EMP2089,1874,37,High,5,Increase,1,Unsatisfied
EMP2090,1875,52,Low,3,Decrease,1,Satisfied
EMP2091,707,14,Low,5,Decrease,1,Unsatisfied
EMP2092,1582,36,Low,3,Increase,1,Satisfied
EMP2093,1876,72,Medium,2,Increase,1,Satisfied
EMP2094,1877,19,Medium,2,Decrease,4,Neutral
EMP2095,1878,13,Low,3,Decrease,4,Neutral
EMP2096,1433,22,Low,5,No Change,4,Satisfied
EMP2097,1879,71,High,3,Increase,2,Satisfied
EMP2098,1880,55,High,1,Decrease,4,Satisfied
EMP2099,1881,51,Low,2,Decrease,3,Satisfied
EMP2100,1882,17,Medium,5,No Change,2,Satisfied
EMP2101,1883,33,High,5,No Change,2,Neutral
EMP2102,1884,72,Medium,3,Decrease,2,Satisfied
EMP2103,1885,67,High,5,Increase,1,Neutral
EMP2104,1886,31,High,3,Decrease,1,Unsatisfied
EMP2105,1887,52,Low,5,No Change,5,Neutral
EMP2106,1888,65,Low,1,No Change,5,Unsatisfied
EMP2107,1889,29,Low,2,Decrease,5,Neutral
EMP2108,616,61,High,3,No Change,1,Satisfied
EMP2109,1533,2,High,4,Increase,3,Neutral
EMP2110,1890,35,High,5,Decrease,2,Unsatisfied
EMP2111,1891,1,Medium,3,No Change,2,Satisfied
EMP2112,1892,1,Medium,1,Decrease,4,Neutral
EMP2113,1893,45,Medium,1,Increase,2,Satisfied
EMP2114,1894,4,Medium,1,No Change,2,Neutral
EMP2115,1895,10,High,1,Increase,5,Unsatisfied
EMP2116,1896,40,Medium,4,Increase,1,Neutral
EMP2117,1897,53,Medium,5,Increase,5,Satisfied
EMP2118,1898,60,Low,4,No Change,5,Satisfied
